,file,channel,n_hfos,duration_samples,duration_sec
7070,sub-20_ses-01_task-hfo_run-01_eeg.edf,T4-F4,1,38,0.076
7071,sub-20_ses-01_task-hfo_run-01_eeg.edf,F4-Cz,0,0,0.0
7072,sub-20_ses-01_task-hfo_run-02_eeg.edf,Fp1-Fp2,1,80,0.16
7073,sub-20_ses-01_task-hfo_run-02_eeg.edf,Fp1-F7,0,0,0.0
7074,sub-20_ses-01_task-hfo_run-02_eeg.edf,F7-T3,39,2594,5.188
7075,sub-20_ses-01_task-hfo_run-02_eeg.edf,T3-T5,40,2605,5.21
7076,sub-20_ses-01_task-hfo_run-02_eeg.edf,T5-O1,0,0,0.0
7077,sub-20_ses-01_task-hfo_run-02_eeg.edf,Fp2-F8,0,0,0.0
7078,sub-20_ses-01_task-hfo_run-02_eeg.edf,F8-T4,0,0,0.0
7079,sub-20_ses-01_task-hfo_run-02_eeg.edf,T4-T6,1,89,0.178
7080,sub-20_ses-01_task-hfo_run-02_eeg.edf,T6-O2,0,0,0.0
7081,sub-20_ses-01_task-hfo_run-02_eeg.edf,Fp1-F3,0,0,0.0
7082,sub-20_ses-01_task-hfo_run-02_eeg.edf,F3-C3,0,0,0.0
7083,sub-20_ses-01_task-hfo_run-02_eeg.edf,C3-P3,0,0,0.0
7084,sub-20_ses-01_task-hfo_run-02_eeg.edf,P3-O1,0,0,0.0
7085,sub-20_ses-01_task-hfo_run-02_eeg.edf,Fp2-F4,0,0,0.0
7086,sub-20_ses-01_task-hfo_run-02_eeg.edf,F4-C4,0,0,0.0
7087,sub-20_ses-01_task-hfo_run-02_eeg.edf,C4-P4,0,0,0.0
7088,sub-20_ses-01_task-hfo_run-02_eeg.edf,P4-O2,0,0,0.0
7089,sub-20_ses-01_task-hfo_run-02_eeg.edf,Fz-Cz,2,140,0.28
7090,sub-20_ses-01_task-hfo_run-02_eeg.edf,Cz-Pz,2,162,0.324
7091,sub-20_ses-01_task-hfo_run-02_eeg.edf,Fp1-Fz,0,0,0.0
7092,sub-20_ses-01_task-hfo_run-02_eeg.edf,Fp2-Fz,1,67,0.134
7093,sub-20_ses-01_task-hfo_run-02_eeg.edf,F7-F3,0,0,0.0
7094,sub-20_ses-01_task-hfo_run-02_eeg.edf,F3-Fz,0,0,0.0
7095,sub-20_ses-01_task-hfo_run-02_eeg.edf,F8-F4,0,0,0.0
7096,sub-20_ses-01_task-hfo_run-02_eeg.edf,F4-Fz,0,0,0.0
7097,sub-20_ses-01_task-hfo_run-02_eeg.edf,T3-C3,42,2791,5.582
7098,sub-20_ses-01_task-hfo_run-02_eeg.edf,C3-Cz,0,0,0.0
7099,sub-20_ses-01_task-hfo_run-02_eeg.edf,T4-C4,0,0,0.0
7100,sub-20_ses-01_task-hfo_run-02_eeg.edf,C4-Cz,1,80,0.16
7101,sub-20_ses-01_task-hfo_run-02_eeg.edf,T5-P3,1,73,0.146
7102,sub-20_ses-01_task-hfo_run-02_eeg.edf,P3-Pz,0,0,0.0
7103,sub-20_ses-01_task-hfo_run-02_eeg.edf,T6-P4,0,0,0.0
7104,sub-20_ses-01_task-hfo_run-02_eeg.edf,P4-Pz,0,0,0.0
7105,sub-20_ses-01_task-hfo_run-02_eeg.edf,Pz-O1,0,0,0.0
7106,sub-20_ses-01_task-hfo_run-02_eeg.edf,Pz-O2,0,0,0.0
7107,sub-20_ses-01_task-hfo_run-02_eeg.edf,O1-O2,0,0,0.0
7108,sub-20_ses-01_task-hfo_run-02_eeg.edf,F7-C3,0,0,0.0
7109,sub-20_ses-01_task-hfo_run-02_eeg.edf,C3-Fz,0,0,0.0
7110,sub-20_ses-01_task-hfo_run-02_eeg.edf,F8-C4,0,0,0.0
7111,sub-20_ses-01_task-hfo_run-02_eeg.edf,C4-Fz,0,0,0.0
7112,sub-20_ses-01_task-hfo_run-02_eeg.edf,T5-C3,1,71,0.142
7113,sub-20_ses-01_task-hfo_run-02_eeg.edf,C3-Pz,0,0,0.0
7114,sub-20_ses-01_task-hfo_run-02_eeg.edf,T6-C4,1,83,0.166
7115,sub-20_ses-01_task-hfo_run-02_eeg.edf,C4-Pz,0,0,0.0
7116,sub-20_ses-01_task-hfo_run-02_eeg.edf,T3-P3,45,2992,5.984
7117,sub-20_ses-01_task-hfo_run-02_eeg.edf,P3-Cz,1,60,0.12
7118,sub-20_ses-01_task-hfo_run-02_eeg.edf,T4-P4,0,0,0.0
7119,sub-20_ses-01_task-hfo_run-02_eeg.edf,P4-Cz,1,79,0.158
7120,sub-20_ses-01_task-hfo_run-02_eeg.edf,T3-F3,43,2880,5.76
7121,sub-20_ses-01_task-hfo_run-02_eeg.edf,F3-Cz,1,72,0.144
7122,sub-20_ses-01_task-hfo_run-02_eeg.edf,T4-F4,0,0,0.0
7123,sub-20_ses-01_task-hfo_run-02_eeg.edf,F4-Cz,2,141,0.282
7124,sub-20_ses-01_task-hfo_run-03_eeg.edf,Fp1-Fp2,6,486,0.972
7125,sub-20_ses-01_task-hfo_run-03_eeg.edf,Fp1-F7,3,305,0.61
7126,sub-20_ses-01_task-hfo_run-03_eeg.edf,F7-T3,2,95,0.19
7127,sub-20_ses-01_task-hfo_run-03_eeg.edf,T3-T5,0,0,0.0
7128,sub-20_ses-01_task-hfo_run-03_eeg.edf,T5-O1,0,0,0.0
7129,sub-20_ses-01_task-hfo_run-03_eeg.edf,Fp2-F8,5,889,1.778
7130,sub-20_ses-01_task-hfo_run-03_eeg.edf,F8-T4,4,804,1.608
7131,sub-20_ses-01_task-hfo_run-03_eeg.edf,T4-T6,4,747,1.494
7132,sub-20_ses-01_task-hfo_run-03_eeg.edf,T6-O2,4,691,1.382
7133,sub-20_ses-01_task-hfo_run-03_eeg.edf,Fp1-F3,2,123,0.246
7134,sub-20_ses-01_task-hfo_run-03_eeg.edf,F3-C3,0,0,0.0
7135,sub-20_ses-01_task-hfo_run-03_eeg.edf,C3-P3,0,0,0.0
7136,sub-20_ses-01_task-hfo_run-03_eeg.edf,P3-O1,0,0,0.0
7137,sub-20_ses-01_task-hfo_run-03_eeg.edf,Fp2-F4,7,702,1.404
7138,sub-20_ses-01_task-hfo_run-03_eeg.edf,F4-C4,3,837,1.674
7139,sub-20_ses-01_task-hfo_run-03_eeg.edf,C4-P4,4,600,1.2
7140,sub-20_ses-01_task-hfo_run-03_eeg.edf,P4-O2,4,370,0.74
7141,sub-20_ses-01_task-hfo_run-03_eeg.edf,Fz-Cz,3,202,0.404
7142,sub-20_ses-01_task-hfo_run-03_eeg.edf,Cz-Pz,1,74,0.148
7143,sub-20_ses-01_task-hfo_run-03_eeg.edf,Fp1-Fz,3,198,0.396
7144,sub-20_ses-01_task-hfo_run-03_eeg.edf,Fp2-Fz,5,429,0.858
7145,sub-20_ses-01_task-hfo_run-03_eeg.edf,F7-F3,1,62,0.124
7146,sub-20_ses-01_task-hfo_run-03_eeg.edf,F3-Fz,1,79,0.158
7147,sub-20_ses-01_task-hfo_run-03_eeg.edf,F8-F4,4,689,1.378
7148,sub-20_ses-01_task-hfo_run-03_eeg.edf,F4-Fz,5,555,1.11
7149,sub-20_ses-01_task-hfo_run-03_eeg.edf,T3-C3,1,49,0.098
7150,sub-20_ses-01_task-hfo_run-03_eeg.edf,C3-Cz,3,185,0.37
7151,sub-20_ses-01_task-hfo_run-03_eeg.edf,T4-C4,4,858,1.716
7152,sub-20_ses-01_task-hfo_run-03_eeg.edf,C4-Cz,4,668,1.336
7153,sub-20_ses-01_task-hfo_run-03_eeg.edf,T5-P3,0,0,0.0
7154,sub-20_ses-01_task-hfo_run-03_eeg.edf,P3-Pz,2,96,0.192
7155,sub-20_ses-01_task-hfo_run-03_eeg.edf,T6-P4,3,793,1.586
7156,sub-20_ses-01_task-hfo_run-03_eeg.edf,P4-Pz,4,468,0.936
7157,sub-20_ses-01_task-hfo_run-03_eeg.edf,Pz-O1,2,125,0.25
7158,sub-20_ses-01_task-hfo_run-03_eeg.edf,Pz-O2,2,131,0.262
7159,sub-20_ses-01_task-hfo_run-03_eeg.edf,O1-O2,1,101,0.202
7160,sub-20_ses-01_task-hfo_run-03_eeg.edf,F7-C3,1,63,0.126
7161,sub-20_ses-01_task-hfo_run-03_eeg.edf,C3-Fz,1,58,0.116
7162,sub-20_ses-01_task-hfo_run-03_eeg.edf,F8-C4,5,819,1.638
7163,sub-20_ses-01_task-hfo_run-03_eeg.edf,C4-Fz,3,816,1.632
7164,sub-20_ses-01_task-hfo_run-03_eeg.edf,T5-C3,0,0,0.0
7165,sub-20_ses-01_task-hfo_run-03_eeg.edf,C3-Pz,0,0,0.0
7166,sub-20_ses-01_task-hfo_run-03_eeg.edf,T6-C4,3,777,1.554
7167,sub-20_ses-01_task-hfo_run-03_eeg.edf,C4-Pz,4,779,1.558
7168,sub-20_ses-01_task-hfo_run-03_eeg.edf,T3-P3,1,49,0.098
7169,sub-20_ses-01_task-hfo_run-03_eeg.edf,P3-Cz,2,125,0.25
7170,sub-20_ses-01_task-hfo_run-03_eeg.edf,T4-P4,4,876,1.752
7171,sub-20_ses-01_task-hfo_run-03_eeg.edf,P4-Cz,7,586,1.172
7172,sub-20_ses-01_task-hfo_run-03_eeg.edf,T3-F3,1,54,0.108
7173,sub-20_ses-01_task-hfo_run-03_eeg.edf,F3-Cz,2,133,0.266
7174,sub-20_ses-01_task-hfo_run-03_eeg.edf,T4-F4,4,773,1.546
7175,sub-20_ses-01_task-hfo_run-03_eeg.edf,F4-Cz,6,564,1.128
7176,sub-20_ses-01_task-hfo_run-04_eeg.edf,Fp1-Fp2,3,607,1.214
7177,sub-20_ses-01_task-hfo_run-04_eeg.edf,Fp1-F7,2,653,1.306
7178,sub-20_ses-01_task-hfo_run-04_eeg.edf,F7-T3,3,692,1.384
7179,sub-20_ses-01_task-hfo_run-04_eeg.edf,T3-T5,2,135,0.27
7180,sub-20_ses-01_task-hfo_run-04_eeg.edf,T5-O1,0,0,0.0
7181,sub-20_ses-01_task-hfo_run-04_eeg.edf,Fp2-F8,1,62,0.124
7182,sub-20_ses-01_task-hfo_run-04_eeg.edf,F8-T4,1,52,0.104
7183,sub-20_ses-01_task-hfo_run-04_eeg.edf,T4-T6,6,460,0.92
7184,sub-20_ses-01_task-hfo_run-04_eeg.edf,T6-O2,4,349,0.698
7185,sub-20_ses-01_task-hfo_run-04_eeg.edf,Fp1-F3,3,691,1.382
7186,sub-20_ses-01_task-hfo_run-04_eeg.edf,F3-C3,1,450,0.9
7187,sub-20_ses-01_task-hfo_run-04_eeg.edf,C3-P3,0,0,0.0
7188,sub-20_ses-01_task-hfo_run-04_eeg.edf,P3-O1,0,0,0.0
7189,sub-20_ses-01_task-hfo_run-04_eeg.edf,Fp2-F4,1,176,0.352
7190,sub-20_ses-01_task-hfo_run-04_eeg.edf,F4-C4,0,0,0.0
7191,sub-20_ses-01_task-hfo_run-04_eeg.edf,C4-P4,0,0,0.0
7192,sub-20_ses-01_task-hfo_run-04_eeg.edf,P4-O2,1,64,0.128
7193,sub-20_ses-01_task-hfo_run-04_eeg.edf,Fz-Cz,0,0,0.0
7194,sub-20_ses-01_task-hfo_run-04_eeg.edf,Cz-Pz,0,0,0.0
7195,sub-20_ses-01_task-hfo_run-04_eeg.edf,Fp1-Fz,4,527,1.054
7196,sub-20_ses-01_task-hfo_run-04_eeg.edf,Fp2-Fz,1,175,0.35
7197,sub-20_ses-01_task-hfo_run-04_eeg.edf,F7-F3,1,563,1.126
7198,sub-20_ses-01_task-hfo_run-04_eeg.edf,F3-Fz,2,464,0.928
7199,sub-20_ses-01_task-hfo_run-04_eeg.edf,F8-F4,0,0,0.0
7200,sub-20_ses-01_task-hfo_run-04_eeg.edf,F4-Fz,0,0,0.0
7201,sub-20_ses-01_task-hfo_run-04_eeg.edf,T3-C3,3,496,0.992
7202,sub-20_ses-01_task-hfo_run-04_eeg.edf,C3-Cz,0,0,0.0
7203,sub-20_ses-01_task-hfo_run-04_eeg.edf,T4-C4,1,57,0.114
7204,sub-20_ses-01_task-hfo_run-04_eeg.edf,C4-Cz,0,0,0.0
7205,sub-20_ses-01_task-hfo_run-04_eeg.edf,T5-P3,0,0,0.0
7206,sub-20_ses-01_task-hfo_run-04_eeg.edf,P3-Pz,0,0,0.0
7207,sub-20_ses-01_task-hfo_run-04_eeg.edf,T6-P4,5,385,0.77
7208,sub-20_ses-01_task-hfo_run-04_eeg.edf,P4-Pz,0,0,0.0
7209,sub-20_ses-01_task-hfo_run-04_eeg.edf,Pz-O1,0,0,0.0
7210,sub-20_ses-01_task-hfo_run-04_eeg.edf,Pz-O2,1,67,0.134
7211,sub-20_ses-01_task-hfo_run-04_eeg.edf,O1-O2,1,66,0.132
7212,sub-20_ses-01_task-hfo_run-04_eeg.edf,F7-C3,1,547,1.094
7213,sub-20_ses-01_task-hfo_run-04_eeg.edf,C3-Fz,0,0,0.0
7214,sub-20_ses-01_task-hfo_run-04_eeg.edf,F8-C4,0,0,0.0
7215,sub-20_ses-01_task-hfo_run-04_eeg.edf,C4-Fz,0,0,0.0
7216,sub-20_ses-01_task-hfo_run-04_eeg.edf,T5-C3,1,50,0.1
7217,sub-20_ses-01_task-hfo_run-04_eeg.edf,C3-Pz,0,0,0.0
7218,sub-20_ses-01_task-hfo_run-04_eeg.edf,T6-C4,7,481,0.962
7219,sub-20_ses-01_task-hfo_run-04_eeg.edf,C4-Pz,0,0,0.0
7220,sub-20_ses-01_task-hfo_run-04_eeg.edf,T3-P3,2,370,0.74
7221,sub-20_ses-01_task-hfo_run-04_eeg.edf,P3-Cz,0,0,0.0
7222,sub-20_ses-01_task-hfo_run-04_eeg.edf,T4-P4,1,54,0.108
7223,sub-20_ses-01_task-hfo_run-04_eeg.edf,P4-Cz,0,0,0.0
7224,sub-20_ses-01_task-hfo_run-04_eeg.edf,T3-F3,5,738,1.476
7225,sub-20_ses-01_task-hfo_run-04_eeg.edf,F3-Cz,1,491,0.982
7226,sub-20_ses-01_task-hfo_run-04_eeg.edf,T4-F4,1,55,0.11
7227,sub-20_ses-01_task-hfo_run-04_eeg.edf,F4-Cz,0,0,0.0
7228,sub-20_ses-01_task-hfo_run-05_eeg.edf,Fp1-Fp2,1,49,0.098
7229,sub-20_ses-01_task-hfo_run-05_eeg.edf,Fp1-F7,6,333,0.666
7230,sub-20_ses-01_task-hfo_run-05_eeg.edf,F7-T3,2,113,0.226
7231,sub-20_ses-01_task-hfo_run-05_eeg.edf,T3-T5,1,73,0.146
7232,sub-20_ses-01_task-hfo_run-05_eeg.edf,T5-O1,1,57,0.114
7233,sub-20_ses-01_task-hfo_run-05_eeg.edf,Fp2-F8,1,105,0.21
7234,sub-20_ses-01_task-hfo_run-05_eeg.edf,F8-T4,20,1843,3.686
7235,sub-20_ses-01_task-hfo_run-05_eeg.edf,T4-T6,21,1769,3.538
7236,sub-20_ses-01_task-hfo_run-05_eeg.edf,T6-O2,1,157,0.314
7237,sub-20_ses-01_task-hfo_run-05_eeg.edf,Fp1-F3,1,48,0.096
7238,sub-20_ses-01_task-hfo_run-05_eeg.edf,F3-C3,0,0,0.0
7239,sub-20_ses-01_task-hfo_run-05_eeg.edf,C3-P3,0,0,0.0
7240,sub-20_ses-01_task-hfo_run-05_eeg.edf,P3-O1,3,227,0.454
7241,sub-20_ses-01_task-hfo_run-05_eeg.edf,Fp2-F4,1,99,0.198
7242,sub-20_ses-01_task-hfo_run-05_eeg.edf,F4-C4,1,96,0.192
7243,sub-20_ses-01_task-hfo_run-05_eeg.edf,C4-P4,1,93,0.186
7244,sub-20_ses-01_task-hfo_run-05_eeg.edf,P4-O2,0,0,0.0
7245,sub-20_ses-01_task-hfo_run-05_eeg.edf,Fz-Cz,0,0,0.0
7246,sub-20_ses-01_task-hfo_run-05_eeg.edf,Cz-Pz,0,0,0.0
7247,sub-20_ses-01_task-hfo_run-05_eeg.edf,Fp1-Fz,0,0,0.0
7248,sub-20_ses-01_task-hfo_run-05_eeg.edf,Fp2-Fz,0,0,0.0
7249,sub-20_ses-01_task-hfo_run-05_eeg.edf,F7-F3,3,173,0.346
7250,sub-20_ses-01_task-hfo_run-05_eeg.edf,F3-Fz,0,0,0.0
7251,sub-20_ses-01_task-hfo_run-05_eeg.edf,F8-F4,1,139,0.278
7252,sub-20_ses-01_task-hfo_run-05_eeg.edf,F4-Fz,0,0,0.0
7253,sub-20_ses-01_task-hfo_run-05_eeg.edf,T3-C3,1,44,0.088
7254,sub-20_ses-01_task-hfo_run-05_eeg.edf,C3-Cz,0,0,0.0
7255,sub-20_ses-01_task-hfo_run-05_eeg.edf,T4-C4,21,2155,4.31
7256,sub-20_ses-01_task-hfo_run-05_eeg.edf,C4-Cz,0,0,0.0
7257,sub-20_ses-01_task-hfo_run-05_eeg.edf,T5-P3,3,148,0.296
7258,sub-20_ses-01_task-hfo_run-05_eeg.edf,P3-Pz,0,0,0.0
7259,sub-20_ses-01_task-hfo_run-05_eeg.edf,T6-P4,1,134,0.268
7260,sub-20_ses-01_task-hfo_run-05_eeg.edf,P4-Pz,0,0,0.0
7261,sub-20_ses-01_task-hfo_run-05_eeg.edf,Pz-O1,4,386,0.772
7262,sub-20_ses-01_task-hfo_run-05_eeg.edf,Pz-O2,0,0,0.0
7263,sub-20_ses-01_task-hfo_run-05_eeg.edf,O1-O2,5,403,0.806
7264,sub-20_ses-01_task-hfo_run-05_eeg.edf,F7-C3,2,116,0.232
7265,sub-20_ses-01_task-hfo_run-05_eeg.edf,C3-Fz,0,0,0.0
7266,sub-20_ses-01_task-hfo_run-05_eeg.edf,F8-C4,1,144,0.288
7267,sub-20_ses-01_task-hfo_run-05_eeg.edf,C4-Fz,1,57,0.114
7268,sub-20_ses-01_task-hfo_run-05_eeg.edf,T5-C3,3,152,0.304
7269,sub-20_ses-01_task-hfo_run-05_eeg.edf,C3-Pz,0,0,0.0
7270,sub-20_ses-01_task-hfo_run-05_eeg.edf,T6-C4,1,134,0.268
7271,sub-20_ses-01_task-hfo_run-05_eeg.edf,C4-Pz,0,0,0.0
7272,sub-20_ses-01_task-hfo_run-05_eeg.edf,T3-P3,0,0,0.0
7273,sub-20_ses-01_task-hfo_run-05_eeg.edf,P3-Cz,0,0,0.0
7274,sub-20_ses-01_task-hfo_run-05_eeg.edf,T4-P4,20,1950,3.9
7275,sub-20_ses-01_task-hfo_run-05_eeg.edf,P4-Cz,0,0,0.0
7276,sub-20_ses-01_task-hfo_run-05_eeg.edf,T3-F3,1,42,0.084
7277,sub-20_ses-01_task-hfo_run-05_eeg.edf,F3-Cz,0,0,0.0
7278,sub-20_ses-01_task-hfo_run-05_eeg.edf,T4-F4,22,2103,4.206
7279,sub-20_ses-01_task-hfo_run-05_eeg.edf,F4-Cz,1,68,0.136
7280,sub-21_ses-01_task-hfo_run-01_eeg.edf,Fp1-Fp2,6,412,0.824
7281,sub-21_ses-01_task-hfo_run-01_eeg.edf,Fp1-F7,4,233,0.466
7282,sub-21_ses-01_task-hfo_run-01_eeg.edf,F7-T3,10,1235,2.47
7283,sub-21_ses-01_task-hfo_run-01_eeg.edf,T3-T5,17,2159,4.318
7284,sub-21_ses-01_task-hfo_run-01_eeg.edf,T5-O1,14,1913,3.826
7285,sub-21_ses-01_task-hfo_run-01_eeg.edf,Fp2-F8,6,372,0.744
7286,sub-21_ses-01_task-hfo_run-01_eeg.edf,F8-T4,3,389,0.778
7287,sub-21_ses-01_task-hfo_run-01_eeg.edf,T4-T6,13,1771,3.542
7288,sub-21_ses-01_task-hfo_run-01_eeg.edf,T6-O2,14,1638,3.276
7289,sub-21_ses-01_task-hfo_run-01_eeg.edf,Fp1-F3,3,183,0.366
7290,sub-21_ses-01_task-hfo_run-01_eeg.edf,F3-C3,0,0,0.0
7291,sub-21_ses-01_task-hfo_run-01_eeg.edf,C3-P3,0,0,0.0
7292,sub-21_ses-01_task-hfo_run-01_eeg.edf,P3-O1,1,121,0.242
7293,sub-21_ses-01_task-hfo_run-01_eeg.edf,Fp2-F4,5,237,0.474
7294,sub-21_ses-01_task-hfo_run-01_eeg.edf,F4-C4,0,0,0.0
7295,sub-21_ses-01_task-hfo_run-01_eeg.edf,C4-P4,0,0,0.0
7296,sub-21_ses-01_task-hfo_run-01_eeg.edf,P4-O2,0,0,0.0
7297,sub-21_ses-01_task-hfo_run-01_eeg.edf,Fz-Cz,0,0,0.0
7298,sub-21_ses-01_task-hfo_run-01_eeg.edf,Cz-Pz,0,0,0.0
7299,sub-21_ses-01_task-hfo_run-01_eeg.edf,Fp1-Fz,1,67,0.134
7300,sub-21_ses-01_task-hfo_run-01_eeg.edf,Fp2-Fz,6,297,0.594
7301,sub-21_ses-01_task-hfo_run-01_eeg.edf,F7-F3,1,66,0.132
7302,sub-21_ses-01_task-hfo_run-01_eeg.edf,F3-Fz,0,0,0.0
7303,sub-21_ses-01_task-hfo_run-01_eeg.edf,F8-F4,1,45,0.09
7304,sub-21_ses-01_task-hfo_run-01_eeg.edf,F4-Fz,0,0,0.0
7305,sub-21_ses-01_task-hfo_run-01_eeg.edf,T3-C3,9,1250,2.5
7306,sub-21_ses-01_task-hfo_run-01_eeg.edf,C3-Cz,0,0,0.0
7307,sub-21_ses-01_task-hfo_run-01_eeg.edf,T4-C4,3,391,0.782
7308,sub-21_ses-01_task-hfo_run-01_eeg.edf,C4-Cz,0,0,0.0
7309,sub-21_ses-01_task-hfo_run-01_eeg.edf,T5-P3,14,1917,3.834
7310,sub-21_ses-01_task-hfo_run-01_eeg.edf,P3-Pz,0,0,0.0
7311,sub-21_ses-01_task-hfo_run-01_eeg.edf,T6-P4,15,1855,3.71
7312,sub-21_ses-01_task-hfo_run-01_eeg.edf,P4-Pz,0,0,0.0
7313,sub-21_ses-01_task-hfo_run-01_eeg.edf,Pz-O1,0,0,0.0
7314,sub-21_ses-01_task-hfo_run-01_eeg.edf,Pz-O2,0,0,0.0
7315,sub-21_ses-01_task-hfo_run-01_eeg.edf,O1-O2,0,0,0.0
7316,sub-21_ses-01_task-hfo_run-01_eeg.edf,F7-C3,0,0,0.0
7317,sub-21_ses-01_task-hfo_run-01_eeg.edf,C3-Fz,0,0,0.0
7318,sub-21_ses-01_task-hfo_run-01_eeg.edf,F8-C4,0,0,0.0
7319,sub-21_ses-01_task-hfo_run-01_eeg.edf,C4-Fz,0,0,0.0
7320,sub-21_ses-01_task-hfo_run-01_eeg.edf,T5-C3,14,1842,3.684
7321,sub-21_ses-01_task-hfo_run-01_eeg.edf,C3-Pz,0,0,0.0
7322,sub-21_ses-01_task-hfo_run-01_eeg.edf,T6-C4,14,1721,3.442
7323,sub-21_ses-01_task-hfo_run-01_eeg.edf,C4-Pz,0,0,0.0
7324,sub-21_ses-01_task-hfo_run-01_eeg.edf,T3-P3,12,1309,2.618
7325,sub-21_ses-01_task-hfo_run-01_eeg.edf,P3-Cz,0,0,0.0
7326,sub-21_ses-01_task-hfo_run-01_eeg.edf,T4-P4,5,522,1.044
7327,sub-21_ses-01_task-hfo_run-01_eeg.edf,P4-Cz,0,0,0.0
7328,sub-21_ses-01_task-hfo_run-01_eeg.edf,T3-F3,14,1624,3.248
7329,sub-21_ses-01_task-hfo_run-01_eeg.edf,F3-Cz,0,0,0.0
7330,sub-21_ses-01_task-hfo_run-01_eeg.edf,T4-F4,3,395,0.79
7331,sub-21_ses-01_task-hfo_run-01_eeg.edf,F4-Cz,0,0,0.0
7332,sub-21_ses-01_task-hfo_run-02_eeg.edf,Fp1-Fp2,2,136,0.272
7333,sub-21_ses-01_task-hfo_run-02_eeg.edf,Fp1-F7,1,42,0.084
7334,sub-21_ses-01_task-hfo_run-02_eeg.edf,F7-T3,4,358,0.716
7335,sub-21_ses-01_task-hfo_run-02_eeg.edf,T3-T5,7,1371,2.742
7336,sub-21_ses-01_task-hfo_run-02_eeg.edf,T5-O1,8,1364,2.728
7337,sub-21_ses-01_task-hfo_run-02_eeg.edf,Fp2-F8,0,0,0.0
7338,sub-21_ses-01_task-hfo_run-02_eeg.edf,F8-T4,1,68,0.136
7339,sub-21_ses-01_task-hfo_run-02_eeg.edf,T4-T6,11,1298,2.596
7340,sub-21_ses-01_task-hfo_run-02_eeg.edf,T6-O2,8,899,1.798
7341,sub-21_ses-01_task-hfo_run-02_eeg.edf,Fp1-F3,2,176,0.352
7342,sub-21_ses-01_task-hfo_run-02_eeg.edf,F3-C3,2,137,0.274
7343,sub-21_ses-01_task-hfo_run-02_eeg.edf,C3-P3,0,0,0.0
7344,sub-21_ses-01_task-hfo_run-02_eeg.edf,P3-O1,0,0,0.0
7345,sub-21_ses-01_task-hfo_run-02_eeg.edf,Fp2-F4,0,0,0.0
7346,sub-21_ses-01_task-hfo_run-02_eeg.edf,F4-C4,0,0,0.0
7347,sub-21_ses-01_task-hfo_run-02_eeg.edf,C4-P4,0,0,0.0
7348,sub-21_ses-01_task-hfo_run-02_eeg.edf,P4-O2,0,0,0.0
7349,sub-21_ses-01_task-hfo_run-02_eeg.edf,Fz-Cz,0,0,0.0
7350,sub-21_ses-01_task-hfo_run-02_eeg.edf,Cz-Pz,0,0,0.0
7351,sub-21_ses-01_task-hfo_run-02_eeg.edf,Fp1-Fz,1,40,0.08
7352,sub-21_ses-01_task-hfo_run-02_eeg.edf,Fp2-Fz,0,0,0.0
7353,sub-21_ses-01_task-hfo_run-02_eeg.edf,F7-F3,3,224,0.448
7354,sub-21_ses-01_task-hfo_run-02_eeg.edf,F3-Fz,1,82,0.164
7355,sub-21_ses-01_task-hfo_run-02_eeg.edf,F8-F4,0,0,0.0
7356,sub-21_ses-01_task-hfo_run-02_eeg.edf,F4-Fz,0,0,0.0
7357,sub-21_ses-01_task-hfo_run-02_eeg.edf,T3-C3,4,459,0.918
7358,sub-21_ses-01_task-hfo_run-02_eeg.edf,C3-Cz,0,0,0.0
7359,sub-21_ses-01_task-hfo_run-02_eeg.edf,T4-C4,4,252,0.504
7360,sub-21_ses-01_task-hfo_run-02_eeg.edf,C4-Cz,0,0,0.0
7361,sub-21_ses-01_task-hfo_run-02_eeg.edf,T5-P3,7,1391,2.782
7362,sub-21_ses-01_task-hfo_run-02_eeg.edf,P3-Pz,0,0,0.0
7363,sub-21_ses-01_task-hfo_run-02_eeg.edf,T6-P4,9,1289,2.578
7364,sub-21_ses-01_task-hfo_run-02_eeg.edf,P4-Pz,0,0,0.0
7365,sub-21_ses-01_task-hfo_run-02_eeg.edf,Pz-O1,0,0,0.0
7366,sub-21_ses-01_task-hfo_run-02_eeg.edf,Pz-O2,0,0,0.0
7367,sub-21_ses-01_task-hfo_run-02_eeg.edf,O1-O2,0,0,0.0
7368,sub-21_ses-01_task-hfo_run-02_eeg.edf,F7-C3,0,0,0.0
7369,sub-21_ses-01_task-hfo_run-02_eeg.edf,C3-Fz,0,0,0.0
7370,sub-21_ses-01_task-hfo_run-02_eeg.edf,F8-C4,0,0,0.0
7371,sub-21_ses-01_task-hfo_run-02_eeg.edf,C4-Fz,0,0,0.0
7372,sub-21_ses-01_task-hfo_run-02_eeg.edf,T5-C3,7,1283,2.566
7373,sub-21_ses-01_task-hfo_run-02_eeg.edf,C3-Pz,0,0,0.0
7374,sub-21_ses-01_task-hfo_run-02_eeg.edf,T6-C4,11,1094,2.188
7375,sub-21_ses-01_task-hfo_run-02_eeg.edf,C4-Pz,0,0,0.0
7376,sub-21_ses-01_task-hfo_run-02_eeg.edf,T3-P3,4,437,0.874
7377,sub-21_ses-01_task-hfo_run-02_eeg.edf,P3-Cz,0,0,0.0
7378,sub-21_ses-01_task-hfo_run-02_eeg.edf,T4-P4,5,286,0.572
7379,sub-21_ses-01_task-hfo_run-02_eeg.edf,P4-Cz,0,0,0.0
7380,sub-21_ses-01_task-hfo_run-02_eeg.edf,T3-F3,7,734,1.468
