,file,channel,n_hfos,duration_samples,duration_sec
2978,sub-09_ses-01_task-hfo_run-04_eeg.edf,F4-C4,0,0,0.0
2979,sub-09_ses-01_task-hfo_run-04_eeg.edf,C4-P4,2,120,0.24
2980,sub-09_ses-01_task-hfo_run-04_eeg.edf,P4-O2,3,165,0.33
2981,sub-09_ses-01_task-hfo_run-04_eeg.edf,Fz-Cz,0,0,0.0
2982,sub-09_ses-01_task-hfo_run-04_eeg.edf,Cz-Pz,0,0,0.0
2983,sub-09_ses-01_task-hfo_run-04_eeg.edf,Fp1-Fz,0,0,0.0
2984,sub-09_ses-01_task-hfo_run-04_eeg.edf,Fp2-Fz,0,0,0.0
2985,sub-09_ses-01_task-hfo_run-04_eeg.edf,F7-F3,0,0,0.0
2986,sub-09_ses-01_task-hfo_run-04_eeg.edf,F3-Fz,0,0,0.0
2987,sub-09_ses-01_task-hfo_run-04_eeg.edf,F8-F4,0,0,0.0
2988,sub-09_ses-01_task-hfo_run-04_eeg.edf,F4-Fz,0,0,0.0
2989,sub-09_ses-01_task-hfo_run-04_eeg.edf,T3-C3,0,0,0.0
2990,sub-09_ses-01_task-hfo_run-04_eeg.edf,C3-Cz,1,59,0.118
2991,sub-09_ses-01_task-hfo_run-04_eeg.edf,T4-C4,0,0,0.0
2992,sub-09_ses-01_task-hfo_run-04_eeg.edf,C4-Cz,0,0,0.0
2993,sub-09_ses-01_task-hfo_run-04_eeg.edf,T5-P3,1,74,0.148
2994,sub-09_ses-01_task-hfo_run-04_eeg.edf,P3-Pz,0,0,0.0
2995,sub-09_ses-01_task-hfo_run-04_eeg.edf,T6-P4,2,120,0.24
2996,sub-09_ses-01_task-hfo_run-04_eeg.edf,P4-Pz,1,60,0.12
2997,sub-09_ses-01_task-hfo_run-04_eeg.edf,Pz-O1,2,125,0.25
2998,sub-09_ses-01_task-hfo_run-04_eeg.edf,Pz-O2,0,0,0.0
2999,sub-09_ses-01_task-hfo_run-04_eeg.edf,O1-O2,1,107,0.214
3000,sub-09_ses-01_task-hfo_run-04_eeg.edf,F7-C3,0,0,0.0
3001,sub-09_ses-01_task-hfo_run-04_eeg.edf,C3-Fz,0,0,0.0
3002,sub-09_ses-01_task-hfo_run-04_eeg.edf,F8-C4,0,0,0.0
3003,sub-09_ses-01_task-hfo_run-04_eeg.edf,C4-Fz,0,0,0.0
3004,sub-09_ses-01_task-hfo_run-04_eeg.edf,T5-C3,3,282,0.564
3005,sub-09_ses-01_task-hfo_run-04_eeg.edf,C3-Pz,0,0,0.0
3006,sub-09_ses-01_task-hfo_run-04_eeg.edf,T6-C4,0,0,0.0
3007,sub-09_ses-01_task-hfo_run-04_eeg.edf,C4-Pz,0,0,0.0
3008,sub-09_ses-01_task-hfo_run-04_eeg.edf,T3-P3,0,0,0.0
3009,sub-09_ses-01_task-hfo_run-04_eeg.edf,P3-Cz,0,0,0.0
3010,sub-09_ses-01_task-hfo_run-04_eeg.edf,T4-P4,2,117,0.234
3011,sub-09_ses-01_task-hfo_run-04_eeg.edf,P4-Cz,1,60,0.12
3012,sub-09_ses-01_task-hfo_run-04_eeg.edf,T3-F3,0,0,0.0
3013,sub-09_ses-01_task-hfo_run-04_eeg.edf,F3-Cz,0,0,0.0
3014,sub-09_ses-01_task-hfo_run-04_eeg.edf,T4-F4,0,0,0.0
3015,sub-09_ses-01_task-hfo_run-04_eeg.edf,F4-Cz,1,63,0.126
3016,sub-09_ses-01_task-hfo_run-05_eeg.edf,Fp1-Fp2,0,0,0.0
3017,sub-09_ses-01_task-hfo_run-05_eeg.edf,Fp1-F7,0,0,0.0
3018,sub-09_ses-01_task-hfo_run-05_eeg.edf,F7-T3,0,0,0.0
3019,sub-09_ses-01_task-hfo_run-05_eeg.edf,T3-T5,3,223,0.446
3020,sub-09_ses-01_task-hfo_run-05_eeg.edf,T5-O1,0,0,0.0
3021,sub-09_ses-01_task-hfo_run-05_eeg.edf,Fp2-F8,0,0,0.0
3022,sub-09_ses-01_task-hfo_run-05_eeg.edf,F8-T4,0,0,0.0
3023,sub-09_ses-01_task-hfo_run-05_eeg.edf,T4-T6,0,0,0.0
3024,sub-09_ses-01_task-hfo_run-05_eeg.edf,T6-O2,0,0,0.0
3025,sub-09_ses-01_task-hfo_run-05_eeg.edf,Fp1-F3,0,0,0.0
3026,sub-09_ses-01_task-hfo_run-05_eeg.edf,F3-C3,0,0,0.0
3027,sub-09_ses-01_task-hfo_run-05_eeg.edf,C3-P3,0,0,0.0
3028,sub-09_ses-01_task-hfo_run-05_eeg.edf,P3-O1,2,117,0.234
3029,sub-09_ses-01_task-hfo_run-05_eeg.edf,Fp2-F4,0,0,0.0
3030,sub-09_ses-01_task-hfo_run-05_eeg.edf,F4-C4,0,0,0.0
3031,sub-09_ses-01_task-hfo_run-05_eeg.edf,C4-P4,1,82,0.164
3032,sub-09_ses-01_task-hfo_run-05_eeg.edf,P4-O2,1,80,0.16
3033,sub-09_ses-01_task-hfo_run-05_eeg.edf,Fz-Cz,0,0,0.0
3034,sub-09_ses-01_task-hfo_run-05_eeg.edf,Cz-Pz,0,0,0.0
3035,sub-09_ses-01_task-hfo_run-05_eeg.edf,Fp1-Fz,0,0,0.0
3036,sub-09_ses-01_task-hfo_run-05_eeg.edf,Fp2-Fz,0,0,0.0
3037,sub-09_ses-01_task-hfo_run-05_eeg.edf,F7-F3,0,0,0.0
3038,sub-09_ses-01_task-hfo_run-05_eeg.edf,F3-Fz,0,0,0.0
3039,sub-09_ses-01_task-hfo_run-05_eeg.edf,F8-F4,0,0,0.0
3040,sub-09_ses-01_task-hfo_run-05_eeg.edf,F4-Fz,0,0,0.0
3041,sub-09_ses-01_task-hfo_run-05_eeg.edf,T3-C3,0,0,0.0
3042,sub-09_ses-01_task-hfo_run-05_eeg.edf,C3-Cz,0,0,0.0
3043,sub-09_ses-01_task-hfo_run-05_eeg.edf,T4-C4,0,0,0.0
3044,sub-09_ses-01_task-hfo_run-05_eeg.edf,C4-Cz,0,0,0.0
3045,sub-09_ses-01_task-hfo_run-05_eeg.edf,T5-P3,0,0,0.0
3046,sub-09_ses-01_task-hfo_run-05_eeg.edf,P3-Pz,1,70,0.14
3047,sub-09_ses-01_task-hfo_run-05_eeg.edf,T6-P4,1,80,0.16
3048,sub-09_ses-01_task-hfo_run-05_eeg.edf,P4-Pz,1,82,0.164
3049,sub-09_ses-01_task-hfo_run-05_eeg.edf,Pz-O1,4,338,0.676
3050,sub-09_ses-01_task-hfo_run-05_eeg.edf,Pz-O2,0,0,0.0
3051,sub-09_ses-01_task-hfo_run-05_eeg.edf,O1-O2,2,169,0.338
3052,sub-09_ses-01_task-hfo_run-05_eeg.edf,F7-C3,0,0,0.0
3053,sub-09_ses-01_task-hfo_run-05_eeg.edf,C3-Fz,0,0,0.0
3054,sub-09_ses-01_task-hfo_run-05_eeg.edf,F8-C4,0,0,0.0
3055,sub-09_ses-01_task-hfo_run-05_eeg.edf,C4-Fz,0,0,0.0
3056,sub-09_ses-01_task-hfo_run-05_eeg.edf,T5-C3,2,126,0.252
3057,sub-09_ses-01_task-hfo_run-05_eeg.edf,C3-Pz,0,0,0.0
3058,sub-09_ses-01_task-hfo_run-05_eeg.edf,T6-C4,0,0,0.0
3059,sub-09_ses-01_task-hfo_run-05_eeg.edf,C4-Pz,0,0,0.0
3060,sub-09_ses-01_task-hfo_run-05_eeg.edf,T3-P3,0,0,0.0
3061,sub-09_ses-01_task-hfo_run-05_eeg.edf,P3-Cz,0,0,0.0
3062,sub-09_ses-01_task-hfo_run-05_eeg.edf,T4-P4,1,59,0.118
3063,sub-09_ses-01_task-hfo_run-05_eeg.edf,P4-Cz,1,59,0.118
3064,sub-09_ses-01_task-hfo_run-05_eeg.edf,T3-F3,1,47,0.094
3065,sub-09_ses-01_task-hfo_run-05_eeg.edf,F3-Cz,0,0,0.0
3066,sub-09_ses-01_task-hfo_run-05_eeg.edf,T4-F4,0,0,0.0
3067,sub-09_ses-01_task-hfo_run-05_eeg.edf,F4-Cz,0,0,0.0
3068,sub-09_ses-01_task-hfo_run-06_eeg.edf,Fp1-Fp2,0,0,0.0
3069,sub-09_ses-01_task-hfo_run-06_eeg.edf,Fp1-F7,0,0,0.0
3070,sub-09_ses-01_task-hfo_run-06_eeg.edf,F7-T3,0,0,0.0
3071,sub-09_ses-01_task-hfo_run-06_eeg.edf,T3-T5,1,61,0.122
3072,sub-09_ses-01_task-hfo_run-06_eeg.edf,T5-O1,0,0,0.0
3073,sub-09_ses-01_task-hfo_run-06_eeg.edf,Fp2-F8,0,0,0.0
3074,sub-09_ses-01_task-hfo_run-06_eeg.edf,F8-T4,1,58,0.116
3075,sub-09_ses-01_task-hfo_run-06_eeg.edf,T4-T6,1,60,0.12
3076,sub-09_ses-01_task-hfo_run-06_eeg.edf,T6-O2,0,0,0.0
3077,sub-09_ses-01_task-hfo_run-06_eeg.edf,Fp1-F3,0,0,0.0
3078,sub-09_ses-01_task-hfo_run-06_eeg.edf,F3-C3,0,0,0.0
3079,sub-09_ses-01_task-hfo_run-06_eeg.edf,C3-P3,0,0,0.0
3080,sub-09_ses-01_task-hfo_run-06_eeg.edf,P3-O1,0,0,0.0
3081,sub-09_ses-01_task-hfo_run-06_eeg.edf,Fp2-F4,0,0,0.0
3082,sub-09_ses-01_task-hfo_run-06_eeg.edf,F4-C4,0,0,0.0
3083,sub-09_ses-01_task-hfo_run-06_eeg.edf,C4-P4,0,0,0.0
3084,sub-09_ses-01_task-hfo_run-06_eeg.edf,P4-O2,0,0,0.0
3085,sub-09_ses-01_task-hfo_run-06_eeg.edf,Fz-Cz,0,0,0.0
3086,sub-09_ses-01_task-hfo_run-06_eeg.edf,Cz-Pz,0,0,0.0
3087,sub-09_ses-01_task-hfo_run-06_eeg.edf,Fp1-Fz,0,0,0.0
3088,sub-09_ses-01_task-hfo_run-06_eeg.edf,Fp2-Fz,0,0,0.0
3089,sub-09_ses-01_task-hfo_run-06_eeg.edf,F7-F3,0,0,0.0
3090,sub-09_ses-01_task-hfo_run-06_eeg.edf,F3-Fz,0,0,0.0
3091,sub-09_ses-01_task-hfo_run-06_eeg.edf,F8-F4,0,0,0.0
3092,sub-09_ses-01_task-hfo_run-06_eeg.edf,F4-Fz,0,0,0.0
3093,sub-09_ses-01_task-hfo_run-06_eeg.edf,T3-C3,0,0,0.0
3094,sub-09_ses-01_task-hfo_run-06_eeg.edf,C3-Cz,0,0,0.0
3095,sub-09_ses-01_task-hfo_run-06_eeg.edf,T4-C4,2,104,0.208
3096,sub-09_ses-01_task-hfo_run-06_eeg.edf,C4-Cz,0,0,0.0
3097,sub-09_ses-01_task-hfo_run-06_eeg.edf,T5-P3,0,0,0.0
3098,sub-09_ses-01_task-hfo_run-06_eeg.edf,P3-Pz,0,0,0.0
3099,sub-09_ses-01_task-hfo_run-06_eeg.edf,T6-P4,0,0,0.0
3100,sub-09_ses-01_task-hfo_run-06_eeg.edf,P4-Pz,0,0,0.0
3101,sub-09_ses-01_task-hfo_run-06_eeg.edf,Pz-O1,0,0,0.0
3102,sub-09_ses-01_task-hfo_run-06_eeg.edf,Pz-O2,0,0,0.0
3103,sub-09_ses-01_task-hfo_run-06_eeg.edf,O1-O2,0,0,0.0
3104,sub-09_ses-01_task-hfo_run-06_eeg.edf,F7-C3,0,0,0.0
3105,sub-09_ses-01_task-hfo_run-06_eeg.edf,C3-Fz,0,0,0.0
3106,sub-09_ses-01_task-hfo_run-06_eeg.edf,F8-C4,0,0,0.0
3107,sub-09_ses-01_task-hfo_run-06_eeg.edf,C4-Fz,0,0,0.0
3108,sub-09_ses-01_task-hfo_run-06_eeg.edf,T5-C3,1,58,0.116
3109,sub-09_ses-01_task-hfo_run-06_eeg.edf,C3-Pz,0,0,0.0
3110,sub-09_ses-01_task-hfo_run-06_eeg.edf,T6-C4,0,0,0.0
3111,sub-09_ses-01_task-hfo_run-06_eeg.edf,C4-Pz,0,0,0.0
3112,sub-09_ses-01_task-hfo_run-06_eeg.edf,T3-P3,0,0,0.0
3113,sub-09_ses-01_task-hfo_run-06_eeg.edf,P3-Cz,0,0,0.0
3114,sub-09_ses-01_task-hfo_run-06_eeg.edf,T4-P4,1,59,0.118
3115,sub-09_ses-01_task-hfo_run-06_eeg.edf,P4-Cz,0,0,0.0
3116,sub-09_ses-01_task-hfo_run-06_eeg.edf,T3-F3,0,0,0.0
3117,sub-09_ses-01_task-hfo_run-06_eeg.edf,F3-Cz,0,0,0.0
3118,sub-09_ses-01_task-hfo_run-06_eeg.edf,T4-F4,1,60,0.12
3119,sub-09_ses-01_task-hfo_run-06_eeg.edf,F4-Cz,0,0,0.0
3120,sub-09_ses-01_task-hfo_run-07_eeg.edf,Fp1-Fp2,0,0,0.0
3121,sub-09_ses-01_task-hfo_run-07_eeg.edf,Fp1-F7,1,59,0.118
3122,sub-09_ses-01_task-hfo_run-07_eeg.edf,F7-T3,1,53,0.106
3123,sub-09_ses-01_task-hfo_run-07_eeg.edf,T3-T5,0,0,0.0
3124,sub-09_ses-01_task-hfo_run-07_eeg.edf,T5-O1,0,0,0.0
3125,sub-09_ses-01_task-hfo_run-07_eeg.edf,Fp2-F8,0,0,0.0
3126,sub-09_ses-01_task-hfo_run-07_eeg.edf,F8-T4,0,0,0.0
3127,sub-09_ses-01_task-hfo_run-07_eeg.edf,T4-T6,0,0,0.0
3128,sub-09_ses-01_task-hfo_run-07_eeg.edf,T6-O2,0,0,0.0
3129,sub-09_ses-01_task-hfo_run-07_eeg.edf,Fp1-F3,1,60,0.12
3130,sub-09_ses-01_task-hfo_run-07_eeg.edf,F3-C3,0,0,0.0
3131,sub-09_ses-01_task-hfo_run-07_eeg.edf,C3-P3,1,119,0.238
3132,sub-09_ses-01_task-hfo_run-07_eeg.edf,P3-O1,1,97,0.194
3133,sub-09_ses-01_task-hfo_run-07_eeg.edf,Fp2-F4,0,0,0.0
3134,sub-09_ses-01_task-hfo_run-07_eeg.edf,F4-C4,0,0,0.0
3135,sub-09_ses-01_task-hfo_run-07_eeg.edf,C4-P4,0,0,0.0
3136,sub-09_ses-01_task-hfo_run-07_eeg.edf,P4-O2,0,0,0.0
3137,sub-09_ses-01_task-hfo_run-07_eeg.edf,Fz-Cz,0,0,0.0
3138,sub-09_ses-01_task-hfo_run-07_eeg.edf,Cz-Pz,0,0,0.0
3139,sub-09_ses-01_task-hfo_run-07_eeg.edf,Fp1-Fz,0,0,0.0
3140,sub-09_ses-01_task-hfo_run-07_eeg.edf,Fp2-Fz,0,0,0.0
3141,sub-09_ses-01_task-hfo_run-07_eeg.edf,F7-F3,0,0,0.0
3142,sub-09_ses-01_task-hfo_run-07_eeg.edf,F3-Fz,0,0,0.0
3143,sub-09_ses-01_task-hfo_run-07_eeg.edf,F8-F4,0,0,0.0
3144,sub-09_ses-01_task-hfo_run-07_eeg.edf,F4-Fz,0,0,0.0
3145,sub-09_ses-01_task-hfo_run-07_eeg.edf,T3-C3,2,139,0.278
3146,sub-09_ses-01_task-hfo_run-07_eeg.edf,C3-Cz,0,0,0.0
3147,sub-09_ses-01_task-hfo_run-07_eeg.edf,T4-C4,0,0,0.0
3148,sub-09_ses-01_task-hfo_run-07_eeg.edf,C4-Cz,0,0,0.0
3149,sub-09_ses-01_task-hfo_run-07_eeg.edf,T5-P3,1,86,0.172
3150,sub-09_ses-01_task-hfo_run-07_eeg.edf,P3-Pz,1,99,0.198
3151,sub-09_ses-01_task-hfo_run-07_eeg.edf,T6-P4,0,0,0.0
3152,sub-09_ses-01_task-hfo_run-07_eeg.edf,P4-Pz,0,0,0.0
3153,sub-09_ses-01_task-hfo_run-07_eeg.edf,Pz-O1,0,0,0.0
3154,sub-09_ses-01_task-hfo_run-07_eeg.edf,Pz-O2,0,0,0.0
3155,sub-09_ses-01_task-hfo_run-07_eeg.edf,O1-O2,0,0,0.0
3156,sub-09_ses-01_task-hfo_run-07_eeg.edf,F7-C3,0,0,0.0
3157,sub-09_ses-01_task-hfo_run-07_eeg.edf,C3-Fz,0,0,0.0
3158,sub-09_ses-01_task-hfo_run-07_eeg.edf,F8-C4,0,0,0.0
3159,sub-09_ses-01_task-hfo_run-07_eeg.edf,C4-Fz,0,0,0.0
3160,sub-09_ses-01_task-hfo_run-07_eeg.edf,T5-C3,0,0,0.0
3161,sub-09_ses-01_task-hfo_run-07_eeg.edf,C3-Pz,0,0,0.0
3162,sub-09_ses-01_task-hfo_run-07_eeg.edf,T6-C4,0,0,0.0
3163,sub-09_ses-01_task-hfo_run-07_eeg.edf,C4-Pz,0,0,0.0
3164,sub-09_ses-01_task-hfo_run-07_eeg.edf,T3-P3,1,108,0.216
3165,sub-09_ses-01_task-hfo_run-07_eeg.edf,P3-Cz,1,119,0.238
3166,sub-09_ses-01_task-hfo_run-07_eeg.edf,T4-P4,0,0,0.0
3167,sub-09_ses-01_task-hfo_run-07_eeg.edf,P4-Cz,0,0,0.0
3168,sub-09_ses-01_task-hfo_run-07_eeg.edf,T3-F3,1,64,0.128
3169,sub-09_ses-01_task-hfo_run-07_eeg.edf,F3-Cz,0,0,0.0
3170,sub-09_ses-01_task-hfo_run-07_eeg.edf,T4-F4,0,0,0.0
3171,sub-09_ses-01_task-hfo_run-07_eeg.edf,F4-Cz,0,0,0.0
3172,sub-09_ses-01_task-hfo_run-08_eeg.edf,Fp1-Fp2,0,0,0.0
3173,sub-09_ses-01_task-hfo_run-08_eeg.edf,Fp1-F7,0,0,0.0
3174,sub-09_ses-01_task-hfo_run-08_eeg.edf,F7-T3,0,0,0.0
3175,sub-09_ses-01_task-hfo_run-08_eeg.edf,T3-T5,0,0,0.0
3176,sub-09_ses-01_task-hfo_run-08_eeg.edf,T5-O1,0,0,0.0
3177,sub-09_ses-01_task-hfo_run-08_eeg.edf,Fp2-F8,0,0,0.0
3178,sub-09_ses-01_task-hfo_run-08_eeg.edf,F8-T4,0,0,0.0
3179,sub-09_ses-01_task-hfo_run-08_eeg.edf,T4-T6,0,0,0.0
3180,sub-09_ses-01_task-hfo_run-08_eeg.edf,T6-O2,0,0,0.0
3181,sub-09_ses-01_task-hfo_run-08_eeg.edf,Fp1-F3,0,0,0.0
3182,sub-09_ses-01_task-hfo_run-08_eeg.edf,F3-C3,0,0,0.0
3183,sub-09_ses-01_task-hfo_run-08_eeg.edf,C3-P3,1,131,0.262
3184,sub-09_ses-01_task-hfo_run-08_eeg.edf,P3-O1,1,132,0.264
3185,sub-09_ses-01_task-hfo_run-08_eeg.edf,Fp2-F4,0,0,0.0
3186,sub-09_ses-01_task-hfo_run-08_eeg.edf,F4-C4,0,0,0.0
3187,sub-09_ses-01_task-hfo_run-08_eeg.edf,C4-P4,1,63,0.126
3188,sub-09_ses-01_task-hfo_run-08_eeg.edf,P4-O2,1,73,0.146
3189,sub-09_ses-01_task-hfo_run-08_eeg.edf,Fz-Cz,0,0,0.0
3190,sub-09_ses-01_task-hfo_run-08_eeg.edf,Cz-Pz,0,0,0.0
3191,sub-09_ses-01_task-hfo_run-08_eeg.edf,Fp1-Fz,0,0,0.0
3192,sub-09_ses-01_task-hfo_run-08_eeg.edf,Fp2-Fz,0,0,0.0
3193,sub-09_ses-01_task-hfo_run-08_eeg.edf,F7-F3,0,0,0.0
3194,sub-09_ses-01_task-hfo_run-08_eeg.edf,F3-Fz,0,0,0.0
3195,sub-09_ses-01_task-hfo_run-08_eeg.edf,F8-F4,0,0,0.0
3196,sub-09_ses-01_task-hfo_run-08_eeg.edf,F4-Fz,0,0,0.0
3197,sub-09_ses-01_task-hfo_run-08_eeg.edf,T3-C3,0,0,0.0
3198,sub-09_ses-01_task-hfo_run-08_eeg.edf,C3-Cz,0,0,0.0
3199,sub-09_ses-01_task-hfo_run-08_eeg.edf,T4-C4,0,0,0.0
3200,sub-09_ses-01_task-hfo_run-08_eeg.edf,C4-Cz,0,0,0.0
3201,sub-09_ses-01_task-hfo_run-08_eeg.edf,T5-P3,1,130,0.26
3202,sub-09_ses-01_task-hfo_run-08_eeg.edf,P3-Pz,1,130,0.26
3203,sub-09_ses-01_task-hfo_run-08_eeg.edf,T6-P4,1,70,0.14
3204,sub-09_ses-01_task-hfo_run-08_eeg.edf,P4-Pz,1,93,0.186
3205,sub-09_ses-01_task-hfo_run-08_eeg.edf,Pz-O1,0,0,0.0
3206,sub-09_ses-01_task-hfo_run-08_eeg.edf,Pz-O2,0,0,0.0
3207,sub-09_ses-01_task-hfo_run-08_eeg.edf,O1-O2,0,0,0.0
3208,sub-09_ses-01_task-hfo_run-08_eeg.edf,F7-C3,0,0,0.0
3209,sub-09_ses-01_task-hfo_run-08_eeg.edf,C3-Fz,0,0,0.0
3210,sub-09_ses-01_task-hfo_run-08_eeg.edf,F8-C4,0,0,0.0
3211,sub-09_ses-01_task-hfo_run-08_eeg.edf,C4-Fz,0,0,0.0
3212,sub-09_ses-01_task-hfo_run-08_eeg.edf,T5-C3,2,115,0.23
3213,sub-09_ses-01_task-hfo_run-08_eeg.edf,C3-Pz,0,0,0.0
3214,sub-09_ses-01_task-hfo_run-08_eeg.edf,T6-C4,0,0,0.0
3215,sub-09_ses-01_task-hfo_run-08_eeg.edf,C4-Pz,0,0,0.0
3216,sub-09_ses-01_task-hfo_run-08_eeg.edf,T3-P3,1,130,0.26
3217,sub-09_ses-01_task-hfo_run-08_eeg.edf,P3-Cz,1,132,0.264
3218,sub-09_ses-01_task-hfo_run-08_eeg.edf,T4-P4,0,0,0.0
3219,sub-09_ses-01_task-hfo_run-08_eeg.edf,P4-Cz,1,73,0.146
3220,sub-09_ses-01_task-hfo_run-08_eeg.edf,T3-F3,0,0,0.0
3221,sub-09_ses-01_task-hfo_run-08_eeg.edf,F3-Cz,0,0,0.0
3222,sub-09_ses-01_task-hfo_run-08_eeg.edf,T4-F4,0,0,0.0
3223,sub-09_ses-01_task-hfo_run-08_eeg.edf,F4-Cz,0,0,0.0
3224,sub-09_ses-01_task-hfo_run-09_eeg.edf,Fp1-Fp2,0,0,0.0
3225,sub-09_ses-01_task-hfo_run-09_eeg.edf,Fp1-F7,0,0,0.0
3226,sub-09_ses-01_task-hfo_run-09_eeg.edf,F7-T3,0,0,0.0
3227,sub-09_ses-01_task-hfo_run-09_eeg.edf,T3-T5,0,0,0.0
3228,sub-09_ses-01_task-hfo_run-09_eeg.edf,T5-O1,0,0,0.0
3229,sub-09_ses-01_task-hfo_run-09_eeg.edf,Fp2-F8,0,0,0.0
3230,sub-09_ses-01_task-hfo_run-09_eeg.edf,F8-T4,0,0,0.0
3231,sub-09_ses-01_task-hfo_run-09_eeg.edf,T4-T6,2,112,0.224
3232,sub-09_ses-01_task-hfo_run-09_eeg.edf,T6-O2,0,0,0.0
3233,sub-09_ses-01_task-hfo_run-09_eeg.edf,Fp1-F3,0,0,0.0
3234,sub-09_ses-01_task-hfo_run-09_eeg.edf,F3-C3,0,0,0.0
3235,sub-09_ses-01_task-hfo_run-09_eeg.edf,C3-P3,1,51,0.102
3236,sub-09_ses-01_task-hfo_run-09_eeg.edf,P3-O1,1,44,0.088
3237,sub-09_ses-01_task-hfo_run-09_eeg.edf,Fp2-F4,0,0,0.0
3238,sub-09_ses-01_task-hfo_run-09_eeg.edf,F4-C4,0,0,0.0
3239,sub-09_ses-01_task-hfo_run-09_eeg.edf,C4-P4,1,83,0.166
3240,sub-09_ses-01_task-hfo_run-09_eeg.edf,P4-O2,1,94,0.188
3241,sub-09_ses-01_task-hfo_run-09_eeg.edf,Fz-Cz,0,0,0.0
3242,sub-09_ses-01_task-hfo_run-09_eeg.edf,Cz-Pz,0,0,0.0
3243,sub-09_ses-01_task-hfo_run-09_eeg.edf,Fp1-Fz,0,0,0.0
3244,sub-09_ses-01_task-hfo_run-09_eeg.edf,Fp2-Fz,0,0,0.0
3245,sub-09_ses-01_task-hfo_run-09_eeg.edf,F7-F3,0,0,0.0
3246,sub-09_ses-01_task-hfo_run-09_eeg.edf,F3-Fz,0,0,0.0
3247,sub-09_ses-01_task-hfo_run-09_eeg.edf,F8-F4,0,0,0.0
3248,sub-09_ses-01_task-hfo_run-09_eeg.edf,F4-Fz,0,0,0.0
3249,sub-09_ses-01_task-hfo_run-09_eeg.edf,T3-C3,0,0,0.0
3250,sub-09_ses-01_task-hfo_run-09_eeg.edf,C3-Cz,0,0,0.0
3251,sub-09_ses-01_task-hfo_run-09_eeg.edf,T4-C4,1,59,0.118
3252,sub-09_ses-01_task-hfo_run-09_eeg.edf,C4-Cz,0,0,0.0
3253,sub-09_ses-01_task-hfo_run-09_eeg.edf,T5-P3,0,0,0.0
3254,sub-09_ses-01_task-hfo_run-09_eeg.edf,P3-Pz,1,40,0.08
3255,sub-09_ses-01_task-hfo_run-09_eeg.edf,T6-P4,1,96,0.192
3256,sub-09_ses-01_task-hfo_run-09_eeg.edf,P4-Pz,1,83,0.166
3257,sub-09_ses-01_task-hfo_run-09_eeg.edf,Pz-O1,0,0,0.0
3258,sub-09_ses-01_task-hfo_run-09_eeg.edf,Pz-O2,0,0,0.0
3259,sub-09_ses-01_task-hfo_run-09_eeg.edf,O1-O2,0,0,0.0
3260,sub-09_ses-01_task-hfo_run-09_eeg.edf,F7-C3,0,0,0.0
3261,sub-09_ses-01_task-hfo_run-09_eeg.edf,C3-Fz,0,0,0.0
3262,sub-09_ses-01_task-hfo_run-09_eeg.edf,F8-C4,0,0,0.0
3263,sub-09_ses-01_task-hfo_run-09_eeg.edf,C4-Fz,0,0,0.0
3264,sub-09_ses-01_task-hfo_run-09_eeg.edf,T5-C3,0,0,0.0
3265,sub-09_ses-01_task-hfo_run-09_eeg.edf,C3-Pz,0,0,0.0
3266,sub-09_ses-01_task-hfo_run-09_eeg.edf,T6-C4,0,0,0.0
3267,sub-09_ses-01_task-hfo_run-09_eeg.edf,C4-Pz,0,0,0.0
3268,sub-09_ses-01_task-hfo_run-09_eeg.edf,T3-P3,0,0,0.0
3269,sub-09_ses-01_task-hfo_run-09_eeg.edf,P3-Cz,0,0,0.0
3270,sub-09_ses-01_task-hfo_run-09_eeg.edf,T4-P4,2,118,0.236
3271,sub-09_ses-01_task-hfo_run-09_eeg.edf,P4-Cz,1,83,0.166
3272,sub-09_ses-01_task-hfo_run-09_eeg.edf,T3-F3,0,0,0.0
3273,sub-09_ses-01_task-hfo_run-09_eeg.edf,F3-Cz,0,0,0.0
3274,sub-09_ses-01_task-hfo_run-09_eeg.edf,T4-F4,1,67,0.134
3275,sub-09_ses-01_task-hfo_run-09_eeg.edf,F4-Cz,0,0,0.0
3276,sub-10_ses-01_task-hfo_run-01_eeg.edf,Fp1-Fp2,0,0,0.0
3277,sub-10_ses-01_task-hfo_run-01_eeg.edf,Fp1-F7,0,0,0.0
3278,sub-10_ses-01_task-hfo_run-01_eeg.edf,F7-T3,0,0,0.0
3279,sub-10_ses-01_task-hfo_run-01_eeg.edf,T3-T5,0,0,0.0
3280,sub-10_ses-01_task-hfo_run-01_eeg.edf,T5-O1,0,0,0.0
3281,sub-10_ses-01_task-hfo_run-01_eeg.edf,Fp2-F8,0,0,0.0
3282,sub-10_ses-01_task-hfo_run-01_eeg.edf,F8-T4,0,0,0.0
3283,sub-10_ses-01_task-hfo_run-01_eeg.edf,T4-T6,0,0,0.0
3284,sub-10_ses-01_task-hfo_run-01_eeg.edf,T6-O2,0,0,0.0
3285,sub-10_ses-01_task-hfo_run-01_eeg.edf,Fp1-F3,0,0,0.0
3286,sub-10_ses-01_task-hfo_run-01_eeg.edf,F3-C3,3,202,0.404
3287,sub-10_ses-01_task-hfo_run-01_eeg.edf,C3-P3,0,0,0.0
3288,sub-10_ses-01_task-hfo_run-01_eeg.edf,P3-O1,0,0,0.0
3289,sub-10_ses-01_task-hfo_run-01_eeg.edf,Fp2-F4,0,0,0.0
